0.1,0.5,52.98507462686567,100,50.00784310379106,100
0.2,0.5,53.04477611940298,100,50.01669300717098,99.97242204581593
0.3,0.5,53.07462686567165,99.97785895113051,50.01043670842342,99.93957442825028
0.4,0.5,53.10447761194029,99.95570957734941,50.0042123681259,99.90669594666103
0.5,0.5,53.14925373134328,99.93355185114949,50.01577951776961,99.87370469188063
0.6,0.5,53.17910447761195,99.91137145538703,50.00958590091525,99.84073802402371
0.7,0.5,53.20895522388059,99.88918266676893,50.00342410291753,99.80774117167947
0.8,0.5,53.25373134328358,99.86698545752485,50.01495756189469,99.77458319756659
0.9,0.5,53.28358208955224,99.84476556590462,50.00882335294548,99.74149965687978
1,0.5,53.3134328358209,99.82253721344185,50.00271593192807,99.70838663652944
1.1,0.5,53.35820895522389,99.80030037352913,50.01420423680212,99.67506435777682
1.2,0.5,53.38805970149254,99.7780408405318,50.00812735231024,99.64186612501791
1.3,0.5,53.41791044776119,99.75577277834728,50.00208196280398,99.6086390542912
1.4,0.5,53.46268656716418,99.73349615871736,50.01353735801678,99.57515472990302
1.5,0.5,53.49253731343284,99.71119683055613,50.00752236396083,99.54184389444599
1.6,0.5,53.52238805970148,99.6888889025978,50.00153868580456,99.50850487626289
1.7,0.5,53.56716417910447,99.66657234635598,50.01296144689618,99.47486077934396
1.8,0.5,53.59701492537313,99.64423306488712,50.00700799512398,99.44143942730585
1.9,0.5,53.62686567164179,99.62188511219281,50.00108566712294,99.40799053987189
2,0.5,53.67164179104478,99.59952845956992,50.01247602472761,99.3741889173768
2.1,0.5,53.70149253731343,99.57714906381349,50.00658153746153,99.34065913822621
2.2,0.5,53.73134328358209,99.55476092528497,50.24325146012899,99.30710258271091
2.3,0.5,53.73134328358209,99.5320868881935,50.20274950210707,99.27317375089996
2.4,0.5,53.73134328358209,99.50943226276372,50.16251551552672,99.23978008326422
2.5,0.5,53.73134328358209,99.48679680872102,50.12241702773022,99.20644654883243
2.6,0.5,53.73134328358209,99.46418043688296,50.08245356709595,99.17317309997695
2.7,0.5,53.73134328358209,99.44158305835194,50.04262466196868,99.13995968754239
2.8,0.5,53.73134328358209,99.41900458451516,50.00292984068439,99.10680626085846
2.9,0.5,53.77611940298508,99.39644492704514,50.0154558024134,99.07225074580705
3,0.5,53.80597014925372,99.37386138292752,50.01061910409579,99.03812076413315
3.1,0.5,53.83582089552239,99.3512681441959,50.00580975038571,99.00395776783505
3.2,0.5,53.86567164179105,99.32866518424038,50.00102765693462,98.96976199447619
3.3,0.5,53.91044776119402,99.30605247639399,50.01350881894275,98.93497389657941
3.4,0.5,53.94029850746269,99.28341586116829,50.00874933887231,98.90068495360666
3.5,0.5,53.97014925373134,99.26076945857774,50.00401692161438,98.86636399576405
3.6,0.5,54.01492537313433,99.23811324173785,50.01645566821647,98.83139745468748
3.7,0.5,54.04477611940298,99.2154331042853,50.0117456556505,98.79698499368581
3.8,0.5,54.07462686567164,99.19274311253982,50.00706249651409,98.76254126880117
3.9,0.5,54.1044776119403,99.17004323941053,50.00240609779344,98.72806650920302
4,0.5,54.14925373134329,99.14733345775758,50.01479210670085,98.69287573378035
4.1,0.5,54.17910447761194,99.12459973380859,50.01014247882095,98.65831200935932
4.2,0.5,54.20895522388059,99.10185606548153,50.00551940124009,98.62371801281444
4.3,0.5,54.23880597014927,99.07910242544489,50.00092277713681,98.589093968863
4.4,0.5,54.28358208955224,99.05633878632237,50.01325001484854,98.55368374083896
4.5,0.5,54.3134328358209,99.03355118326822,50.00867511683997,98.51897251222556
4.6,0.5,54.34328358208955,99.01075353973063,50.00412643556239,98.48423195914521
4.7,0.5,54.38805970149253,98.98794582815501,50.01641181497347,98.44865286489373
4.8,0.5,54.41791044776119,98.96511413527934,50.01188456633086,98.41382671240906
4.9,0.5,54.44776119402984,98.94227233248127,50.00738328678563,98.37897194797715
5,0.5,54.47761194029851,98.91942039203838,50.00290787168268,98.34408878845935
5.1,0.5,54.5223880597015,98.89655828619119,50.01514907902629,98.30829765891228
5.2,0.5,54.55223880597014,98.87367216954495,50.01069463184897,98.2733309438991
5.3,0.5,54.58208955223881,98.85077584502704,50.00626578767987,98.23833653281852
5.4,0.5,54.61194029850746,98.82786928472382,50.00184407526685,98.20331524900429
5.5,0.5,54.65671641791045,98.80495246684129,50.01401028164722,98.1673174471686
5.6,0.5,54.6865671641791,98.78201161725215,50.00960699088643,98.13221476778391
5.7,0.5,54.71641791044776,98.75906046777125,50.00522895090608,98.09708532708322
5.8,0.5,54.74626865671641,98.73609899030771,50.00087604986712,98.06192933350431
5.9,0.5,54.7910447761194,98.71312715674182,50.01299805629274,98.02572820541084
6,0.5,54.82089552238806,98.69013125857758,50.00866520444901,97.99049271974927
6.1,0.5,54.85074626865671,98.66712496076453,50.00435720702284,97.95523135463202
6.2,0.5,54.88059701492538,98.64410823505386,50.00007394827868,97.9199443143178
6.3,0.5,54.92537313432836,98.62108105317202,50.01215139765124,97.88354401690405
6.4,0.5,54.95522388059702,98.59802977228178,50.00788761778399,97.84817942266636
6.5,0.5,54.98507462686568,98.57496799119983,50.00364827967319,97.81278981398617
6.6,0.5,55.02985074626865,98.55189568153639,50.01568356731143,97.77623611016784
6.7,0.5,55.05970149253731,98.5287992495152,50.01145674659907,97.74077067876873
6.8,0.5,55.08955223880596,98.50569224683687,50.00723345716502,97.70528177345523
6.9,0.5,55.11940298507463,98.48257465225649,50.00303423317056,97.66976875122072
7,0.5,55.16417910447762,98.45944643725122,50.01498383676115,97.63302489651402
7.1,0.5,55.19402985074626,98.43629407719961,50.01080322042862,97.59743777044351
7.2,0.5,55.22388059701493,98.41313105189484,50.00664635554847,97.56182716709556
7.3,0.5,55.25373134328358,98.38995733271788,50.00251311767753,97.52619327976888
7.4,0.5,55.29850746268657,98.3667728910351,50.01441746966159,97.48926164072491
7.5,0.5,55.32835820895522,98.34356426591206,50.0103021834495,97.45355549686543
7.6,0.5,55.35820895522389,98.32034487307408,50.00621019901158,97.41782669661198
7.7,0.5,55.38805970149253,98.29711468380336,50.00214138855426,97.38207542933893
7.8,0.5,55.43283582089552,98.27387366937104,50.01399985147328,97.34495991611358
7.9,0.5,55.46268656716418,98.25060843187316,50.00994830439232,97.30913820731496
8,0.5,55.49253731343283,98.22733232365734,50.00591959527123,97.2732946472358
8.1,0.5,55.5223880597015,98.2040453159222,50.25162016726802,97.23742942138887
8.199999999999999,0.5,55.5223880597015,98.18045622706583,50.2157347011693,97.20316015106249
8.300000000000001,0.5,55.5223880597015,98.15688311185023,50.18010466146365,97.16948462070305
8.4,0.5,55.5223880597015,98.13332572820241,50.14458917204949,97.13587408624005
8.5,0.5,55.5223880597015,98.10978399803673,50.10918778021484,97.10232841941254
8.6,0.5,55.5223880597015,98.08625784354425,50.07390003398646,97.06884749090528
8.699999999999999,0.5,55.5223880597015,98.06274718719253,50.03872548214206,97.03543117036305
8.800000000000001,0.5,55.5223880597015,98.03925195172501,50.00366367422266,97.00207932640542
8.9,0.5,55.55223880597014,98.01577206016094,50.00066502982794,96.96570541775716
9,0.5,55.59701492537313,97.99228028833811,50.01360433458692,96.92774148457011
9.1,0.5,55.6268656716418,97.9687630627638,50.01059854382507,96.89128272170815
9.199999999999999,0.5,55.65671641791045,97.94523392304373,50.00761129385195,96.85479559007879
9.300000000000001,0.5,55.68656716417911,97.92169284317383,50.00464246615327,96.81828031831608
9.4,0.5,55.71641791044776,97.89813979713158,50.00169194148704,96.78173713370933
9.5,0.5,55.76119402985075,97.87457475887695,50.01456075045949,96.74351031421139
9.6,0.5,55.79104477611941,97.85098422702482,50.01161819776112,96.70688410515575
9.699999999999999,0.5,55.82089552238806,97.82738166269289,50.0086936363368,96.67023072007252
9.800000000000001,0.5,55.85074626865671,97.80376703974903,50.00578694385002,96.63355038083756
9.9,0.5,55.88059701492537,97.78014033204721,50.00289799728071,96.596843308022
10,0.5,55.91044776119403,97.75650151342833,50.00035536926536,96.56010972090009
